# June 2018
# Blast hits and expectation values
# seq_id    start-end e_val
seq_id start_end exp_val
AP014759 14403-15441 6.14e-88
AP014758 14403-15441 6.14e-88
KP722645 29-1017 6.14e-88
KJ509566 4-896 6.14e-88
KJ713933 39-1036 6.14e-88
KJ713898 39-1036 6.14e-88
KC906418 4-776 6.14e-88
KC736370 24-1021 6.14e-88
JN575304 3-1027 6.14e-88
AB570199 63-946 6.14e-88
AB550701 63-946 6.14e-88
AB550693 63-946 6.14e-88
AB550684 63-946 6.14e-88
AB550683 63-946 6.14e-88
AB550682 63-946 6.14e-88
AB550679 63-946 6.14e-88
GQ853908 1-1019 6.14e-88
AB440444 23-1104 6.14e-88
AY208602 55-1034 6.14e-88
AF201596 60-1057 6.14e-88
LC215186 19-1009 2.21e-87
LC215185 49-1039 2.21e-87
LC215181 49-1039 2.21e-87
LC215179 49-1039 2.21e-87
LC215172 49-1039 2.21e-87
LC215169 49-1039 2.21e-87
LC215168 49-1039 2.21e-87
LC215166 49-1039 2.21e-87
LC215165 49-1039 2.21e-87
LC215163 49-1039 2.21e-87
LC215161 49-1039 2.21e-87
LC215158 46-1036 2.21e-87
LC215155 49-1039 2.21e-87
LC215144 21-1011 2.21e-87
LC215138 49-1039 2.21e-87
KY382583 16-1030 2.21e-87
KM035917 40-1039 2.21e-87
AB688916 49-1039 2.21e-87
AB688911 49-1039 2.21e-87
AB688909 49-1039 2.21e-87
AB688904 49-1039 2.21e-87
AB688903 49-1039 2.21e-87
AB688899 49-1039 2.21e-87
AB688895 49-1039 2.21e-87
AB688890 49-1039 2.21e-87
AB688882 49-1039 2.21e-87
AB688880 49-1039 2.21e-87
AB688873 49-1039 2.21e-87
AB688867 49-1039 2.21e-87
AB688864 49-1039 2.21e-87
AB688858 49-1039 2.21e-87
AB688853 49-1039 2.21e-87
AB688851 49-1039 2.21e-87
AB688850 49-1039 2.21e-87
AB688845 49-1039 2.21e-87
AB688839 49-1039 2.21e-87
AB688837 49-1039 2.21e-87
AB688827 49-1039 2.21e-87
FJ381003 40-1039 2.21e-87
AB473210 63-1053 2.21e-87
EU552618 48-1092 2.21e-87
AY833343 1-889 2.21e-87
KT358179 30-1064 7.94e-87
KT358177 30-1064 7.94e-87
KT358176 30-1064 7.94e-87
KT358173 30-1064 7.94e-87
KT358170 30-1064 7.94e-87
KT358167 30-1064 7.94e-87
KT358160 30-1064 7.94e-87
KT358156 30-1064 7.94e-87
KT358155 30-1064 7.94e-87
KT358154 30-1064 7.94e-87
KT358152 30-1064 7.94e-87
KT358148 30-1064 7.94e-87
KT358147 30-1064 7.94e-87
KT358146 30-1064 7.94e-87
KT358139 30-1064 7.94e-87
KT358138 30-1064 7.94e-87
KT358137 30-1064 7.94e-87
KT358136 30-1064 7.94e-87
KT358135 30-1064 7.94e-87
KT358134 30-1064 7.94e-87
KT358132 30-1064 7.94e-87
KT358131 30-1064 7.94e-87
KT358129 30-1064 7.94e-87
KT358125 30-1064 7.94e-87
KT358124 30-1064 7.94e-87
KT358122 30-1064 7.94e-87
KT358120 30-1064 7.94e-87
KT358119 30-1064 7.94e-87
KT358117 30-1064 7.94e-87
KT358113 30-1064 7.94e-87
KT358111 30-1064 7.94e-87
KT358106 30-1064 7.94e-87
KT358104 30-1064 7.94e-87
KT358102 30-1064 7.94e-87
KT358099 30-1064 7.94e-87
KT358097 30-1064 7.94e-87
KT358095 30-1064 7.94e-87
KT358094 30-1064 7.94e-87
KT358093 30-1064 7.94e-87
KT358092 30-1064 7.94e-87
KT358089 30-1064 7.94e-87
KT358088 30-1064 7.94e-87
KT358087 30-1064 7.94e-87
KM400702 19-1016 7.94e-87
KP712200 48-1037 7.94e-87
AB928037 3-1031 7.94e-87
KM675214 10-1026 7.94e-87
KM675207 10-1026 7.94e-87
KF414801 55-1039 7.94e-87
AB688862 49-933 7.94e-87
AB688857 49-933 7.94e-87
FJ526777 48-1055 7.94e-87
EU380953 15-1052 7.94e-87
AY208600 9-1034 7.94e-87
LC215196 3-859 2.85e-86
KY382559 16-989 2.85e-86
KU315123 14445-15436 2.85e-86
KF414814 55-863 2.85e-86
KJ696851 77-1074 2.85e-86
KC906417 4-776 2.85e-86
KC736371 24-1021 2.85e-86
JQ612909 55-1052 2.85e-86
JN575312 3-1027 2.85e-86
FJ459168 68-873 2.85e-86
GQ853916 1-1019 2.85e-86
GQ853907 1-1019 2.85e-86
AB440420 21-1102 2.85e-86
AB440410 21-1102 2.85e-86
AB440403 5-1086 2.85e-86
DQ198010 48-1039 2.85e-86
AP004408 14426-15426 2.85e-86
LC215182 49-1039 1.03e-85
KY382594 16-1030 1.03e-85
KY382515 16-1030 1.03e-85
AB688863 49-1039 1.03e-85
AB688836 49-1039 1.03e-85
AP011582 14496-15465 1.03e-85
GQ853912 11-1019 1.03e-85
AY862095 68-1076 1.03e-85
MG704838 14447-15484 3.69e-85
KT358174 30-1064 3.69e-85
KT358165 30-1064 3.69e-85
KT358161 30-1064 3.69e-85
KT358158 30-1064 3.69e-85
KT358157 30-1064 3.69e-85
KT358151 30-1064 3.69e-85
KT358140 30-1064 3.69e-85
KT358121 30-1064 3.69e-85
KT358114 30-1064 3.69e-85
KT358110 30-1064 3.69e-85
KT358105 30-1064 3.69e-85
KT358103 30-1064 3.69e-85
KT358090 30-1064 3.69e-85
KT358086 30-1064 3.69e-85
KT358082 30-1064 3.69e-85
KT594624 14573-15550 3.69e-85
KP641342 14439-15455 3.69e-85
AB928047 3-1031 3.69e-85
KM675181 10-1026 3.69e-85
KM675176 10-1026 3.69e-85
KM675175 10-1026 3.69e-85
KJ696854 97-1074 3.69e-85
DQ463931 49-1092 3.69e-85
KF415512 48-1085 3.69e-85
JN212106 11-832 3.69e-85
GQ853911 1-1019 3.69e-85
AF381259 1-1056 3.69e-85
LC215202 44-927 1.33e-84
KY382634 16-989 1.33e-84
KY382624 16-989 1.33e-84
KY382616 16-989 1.33e-84
KY382614 16-989 1.33e-84
KY382611 16-989 1.33e-84
KY382604 16-989 1.33e-84
KY382599 16-989 1.33e-84
KY382580 16-989 1.33e-84
KY382545 16-989 1.33e-84
KY382528 16-989 1.33e-84
KY382523 16-989 1.33e-84
KM186182 14425-15413 1.33e-84
KF375153 1-1022 1.33e-84
KF375152 1-1022 1.33e-84
KJ696856 77-1074 1.33e-84
NC_037073 14440-15446 1.33e-84
KC906422 4-776 1.33e-84
KC906421 4-776 1.33e-84
KJ027397 14425-15413 1.33e-84
JN186392 40-869 1.33e-84
JN575314 3-1027 1.33e-84
JN575302 3-1030 1.33e-84
GQ853915 1-1019 1.33e-84
FJ601045 1-1037 1.33e-84
AB440467 22-1103 1.33e-84
AB440465 23-1104 1.33e-84
AB440463 12-1093 1.33e-84
AB440453 4-1085 1.33e-84
AB440448 11-1092 1.33e-84
AB440445 22-1103 1.33e-84
AB440443 3-1084 1.33e-84
AB440437 21-1102 1.33e-84
AB440436 21-1102 1.33e-84
AB440435 20-1101 1.33e-84
AB440434 19-1100 1.33e-84
AB440430 24-1105 1.33e-84
AB440422 21-1102 1.33e-84
AB440405 25-1106 1.33e-84
AB440404 23-1104 1.33e-84
EF017552 55-1052 1.33e-84
EF017548 55-1052 1.33e-84
AF412157 1-1061 1.33e-84
AF112124 1-1037 1.33e-84
AY319372 6-906 1.33e-84
KY382596 16-1030 4.78e-84
KY382533 16-1033 4.78e-84
KY382516 16-1030 4.78e-84
KT833751 1073-8 4.78e-84
KP696748 14361-15496 4.78e-84
KC161586 14418-15447 4.78e-84
AY124316 68-872 4.78e-84
KT820033 58-873 1.72e-83
KT820032 58-873 1.72e-83
KT820030 58-873 1.72e-83
KT820029 58-873 1.72e-83
KT358182 30-1064 1.72e-83
KT358166 30-1064 1.72e-83
KT358164 30-1064 1.72e-83
KT358163 30-1064 1.72e-83
KT358159 30-1064 1.72e-83
KT358150 30-1064 1.72e-83
KT358149 30-1064 1.72e-83
KT358145 30-1064 1.72e-83
KT358130 30-1064 1.72e-83
KT358128 30-1064 1.72e-83
KM675212 10-1026 1.72e-83
KM675208 10-1026 1.72e-83
KM675174 10-1026 1.72e-83
KF468411 58-1092 1.72e-83
KC631275 22-1019 1.72e-83
AB755404 1-1057 1.72e-83
AB755398 1-1057 1.72e-83
JN212110 11-832 1.72e-83
JN212109 11-832 1.72e-83
AF031507 55-1101 1.72e-83
AB034825 14372-15412 1.72e-83
MG958205 2-1014 6.18e-83
KY382642 16-989 6.18e-83
KY382641 16-989 6.18e-83
KY382635 16-989 6.18e-83
KY382631 16-989 6.18e-83
KY382628 16-989 6.18e-83
KY382627 16-989 6.18e-83
KY382621 16-989 6.18e-83
KY382613 16-989 6.18e-83
KY382595 16-989 6.18e-83
KY382588 16-989 6.18e-83
KY382578 16-989 6.18e-83
KY382575 16-989 6.18e-83
KY382573 16-989 6.18e-83
KY382571 16-989 6.18e-83
KY382566 16-989 6.18e-83
KY382565 16-989 6.18e-83
KY382555 16-989 6.18e-83
KY382547 16-989 6.18e-83
KY382540 16-989 6.18e-83
KY382539 16-989 6.18e-83
KY382537 16-989 6.18e-83
KY382534 16-989 6.18e-83
KY382532 16-989 6.18e-83
KY382526 16-989 6.18e-83
KY382525 16-989 6.18e-83
KY382520 16-989 6.18e-83
KX766470 34-1031 6.18e-83
KX766469 34-1031 6.18e-83
KJ696849 77-1074 6.18e-83
HF566008 55-1052 6.18e-83
JQ707176 55-1037 6.18e-83
AP011602 14368-15462 6.18e-83
GU209441 46-866 6.18e-83
AP011570 14359-15356 6.18e-83
GQ853914 1-1019 6.18e-83
GQ853910 1-1019 6.18e-83
FJ234985 14552-15549 6.18e-83
FJ226476 14551-15548 6.18e-83
AB440464 20-1101 6.18e-83
AB440456 21-1102 6.18e-83
AB440447 21-1102 6.18e-83
AB440446 22-1103 6.18e-83
AB440433 13-1094 6.18e-83
AB440432 22-1103 6.18e-83
AB440431 23-1104 6.18e-83
AB440428 23-1104 6.18e-83
AB440421 25-1106 6.18e-83
AB440419 20-1101 6.18e-83
AB440418 6-1087 6.18e-83
AB440412 21-1102 6.18e-83
AB440411 27-1108 6.18e-83
AB440409 19-1100 6.18e-83
AB440408 21-1102 6.18e-83
AB440407 13-1094 6.18e-83
AB440406 22-1103 6.18e-83
EU694329 6-514 6.18e-83
EF017550 55-1052 6.18e-83
AY208574 55-1037 6.18e-83
AY056056 85-1082 6.18e-83
AF201599 60-1058 6.18e-83
KY382639 16-1030 2.22e-82
KF781162 68-1133 2.22e-82
KF027539 44-1013 2.22e-82
HQ325628 59-1076 2.22e-82
EF126107 68-1133 2.22e-82
EF126106 68-1133 2.22e-82
EF017526 86-1037 2.22e-82
KC620211 25-900 7.99e-82
KT820034 58-873 7.99e-82
KT358180 30-1064 7.99e-82
KT358107 30-1064 7.99e-82
KC331852 25-900 7.99e-82
KM675210 10-1026 7.99e-82
KM675180 10-1026 7.99e-82
KM675179 10-1026 7.99e-82
KM675177 10-1026 7.99e-82
AB755403 1-1057 7.99e-82
AB755384 1-1057 7.99e-82
AB755383 1-1057 7.99e-82
AB755381 1-1057 7.99e-82
JN212107 11-832 7.99e-82
GQ853913 1-1019 7.99e-82
DQ197991 48-1055 7.99e-82
AF472583 48-1055 7.99e-82
MH031846 55-863 2.87e-81
MH031845 55-863 2.87e-81
KY382638 16-989 2.87e-81
KY382637 16-989 2.87e-81
KY382626 16-989 2.87e-81
KY382623 16-989 2.87e-81
KY382618 16-989 2.87e-81
KY382609 16-989 2.87e-81
KY382608 16-989 2.87e-81
KY382606 16-989 2.87e-81
KY382605 16-989 2.87e-81
KY382601 16-989 2.87e-81
KY382597 16-989 2.87e-81
KY382592 16-989 2.87e-81
KY382577 16-989 2.87e-81
KY382568 16-989 2.87e-81
KY382562 16-989 2.87e-81
KY382560 16-989 2.87e-81
KY382552 16-989 2.87e-81
KY382544 16-989 2.87e-81
KY382543 16-989 2.87e-81
KY382531 16-989 2.87e-81
KY382529 16-989 2.87e-81
KY382518 16-989 2.87e-81
KY382510 16-989 2.87e-81
KX766468 24-1021 2.87e-81
KX766467 3-1000 2.87e-81
KM055413 22-773 2.87e-81
KC906420 4-776 2.87e-81
KF415679 46-1076 2.87e-81
HF566009 55-1052 2.87e-81
JQ741380 21-529 2.87e-81
JQ741373 21-529 2.87e-81
JX042233 16-785 2.87e-81
JF264479 13-1043 2.87e-81
JN575299 3-1027 2.87e-81
JN575293 3-1027 2.87e-81
EU755047 49-1037 2.87e-81
AB440466 25-1106 2.87e-81
AB440457 21-1102 2.87e-81
AB440455 22-1103 2.87e-81
AB440454 20-1101 2.87e-81
AB440452 24-1105 2.87e-81
AB440451 21-1102 2.87e-81
AB440450 20-1101 2.87e-81
AB440449 19-1100 2.87e-81
AB440429 22-1103 2.87e-81
EU697501 24-532 2.87e-81
EU694324 6-514 2.87e-81
EU694323 6-514 2.87e-81
EF521364 40-806 2.87e-81
KY382636 16-1033 1.03e-80
KY382587 16-1033 1.03e-80
KY382582 16-1033 1.03e-80
KY382551 16-1033 1.03e-80
KY382541 16-1033 1.03e-80
KJ696846 70-1039 1.03e-80
AB684974 3-1081 1.03e-80
AP009535 14411-15476 1.03e-80
EU274418 68-1133 1.03e-80
AY902051 75-1044 1.03e-80
AY833365 1-814 1.03e-80
AP002943 14459-15428 1.03e-80
MG958221 36-1043 3.72e-80
KX087174 14378-15385 3.72e-80
KM675211 10-1026 3.72e-80
KM675209 10-1026 3.72e-80
KJ641843 14532-15548 3.72e-80
AB898197 14570-15388 3.72e-80
AB755401 1-1057 3.72e-80
AB755399 1-1057 3.72e-80
AB755396 1-1057 3.72e-80
AB755395 1-1057 3.72e-80
AB755394 1-1057 3.72e-80
AB755392 1-1057 3.72e-80
AB755391 1-1057 3.72e-80
AB755390 1-1057 3.72e-80
AB755388 1-1057 3.72e-80
AB755387 1-1057 3.72e-80
AB755386 1-1057 3.72e-80
AB755385 1-1057 3.72e-80
AB755380 1-1057 3.72e-80
AB755379 1-1057 3.72e-80
KC736377 53-1022 3.72e-80
KC736376 53-1022 3.72e-80
AB626852 14441-15457 3.72e-80
JQ741351 23-529 3.72e-80
HQ289611 60-878 3.72e-80
GQ339545 59-877 3.72e-80
EU694384 8-514 3.72e-80
EU694380 8-514 3.72e-80
EU694378 8-514 3.72e-80
AB198971 29-1045 3.72e-80
AP009143 14431-15438 3.72e-80
EF439224 48-1055 3.72e-80
EF439223 48-1055 3.72e-80
KY067947 14443-15416 1.34e-79
KY382633 16-989 1.34e-79
KY382625 16-989 1.34e-79
KY382622 16-989 1.34e-79
KY382620 16-989 1.34e-79
KY382615 16-989 1.34e-79
KY382589 16-989 1.34e-79
KY382585 16-989 1.34e-79
KY382579 16-989 1.34e-79
KY382576 16-989 1.34e-79
KY382572 16-989 1.34e-79
KY382567 16-989 1.34e-79
KY382564 16-989 1.34e-79
KY382557 16-989 1.34e-79
KY382556 16-989 1.34e-79
KY382554 16-989 1.34e-79
KY382553 16-989 1.34e-79
KY382549 16-989 1.34e-79
KY382538 16-989 1.34e-79
KY382535 16-989 1.34e-79
KY382524 16-989 1.34e-79
KY382521 16-989 1.34e-79
KY382517 16-989 1.34e-79
KY382514 16-989 1.34e-79
KY382512 16-989 1.34e-79
KY382511 16-989 1.34e-79
KJ994672 48-1126 1.34e-79
KT944540 10-818 1.34e-79
AB755405 1-960 1.34e-79
KF533285 61-1037 1.34e-79
JX042231 16-785 1.34e-79
HQ676728 13-872 1.34e-79
JN575311 3-1027 1.34e-79
JN575308 3-1027 1.34e-79
HQ325657 59-1032 1.34e-79
HQ325629 59-1032 1.34e-79
GQ862637 61-1037 1.34e-79
EF616061 68-693 1.34e-79
EF616059 68-693 1.34e-79
AB440469 22-1103 1.34e-79
AB440468 16-1097 1.34e-79
AB440442 24-1015 1.34e-79
AB440441 21-1012 1.34e-79
EU694331 6-514 1.34e-79
AY862099 70-1077 1.34e-79
KY382563 16-1033 4.81e-79
KM400694 47-1016 4.81e-79
JF273437 103-1010 4.81e-79
MF049217 21-1073 1.73e-78
KT908039 14478-15443 1.73e-78
KP722660 39-1052 1.73e-78
KM675238 10-1026 1.73e-78
KM675215 10-1026 1.73e-78
KF746611 48-1037 1.73e-78
AB755402 1-1057 1.73e-78
AB755397 1-1057 1.73e-78
AB755393 1-1057 1.73e-78
AB755389 1-1057 1.73e-78
KC736391 53-1022 1.73e-78
KC736385 53-1022 1.73e-78
KC696552 58-1077 1.73e-78
JQ741350 23-529 1.73e-78
GU209408 46-1047 1.73e-78
AP006825 14436-15425 1.73e-78
EU694381 8-514 1.73e-78
EU694377 8-514 1.73e-78
EU694374 8-514 1.73e-78
KY382643 16-989 6.22e-78
KY382640 16-989 6.22e-78
KY382630 16-989 6.22e-78
KY382619 16-989 6.22e-78
KY382617 16-989 6.22e-78
KY382607 16-989 6.22e-78
KY382600 16-989 6.22e-78
KY382593 16-989 6.22e-78
KY382584 16-989 6.22e-78
KY382581 16-989 6.22e-78
KY382569 16-989 6.22e-78
KY382550 16-989 6.22e-78
KY382548 16-989 6.22e-78
KY382546 16-989 6.22e-78
KY382536 16-989 6.22e-78
KY382522 16-989 6.22e-78
KP322864 63-574 6.22e-78
KP322862 63-574 6.22e-78
KP322861 63-574 6.22e-78
KP322860 63-574 6.22e-78
KP322843 63-574 6.22e-78
KP322839 63-574 6.22e-78
KP322823 63-574 6.22e-78
KF265071 22-816 6.22e-78
KJ696796 97-1116 6.22e-78
KJ696795 22-1076 6.22e-78
HF566081 55-1052 6.22e-78
HF566080 55-1052 6.22e-78
HF566052 49-863 6.22e-78
HF566051 55-869 6.22e-78
HF566050 49-863 6.22e-78
JX042232 16-785 6.22e-78
EF616063 68-693 6.22e-78
EU921705 20-987 6.22e-78
EU921703 20-987 6.22e-78
AB440472 23-1104 6.22e-78
AB440470 22-1103 6.22e-78
AB440440 23-1014 6.22e-78
AB440439 21-1012 6.22e-78
AB440438 10-1001 6.22e-78
AB440427 24-1105 6.22e-78
AB440426 20-1101 6.22e-78
AB440424 7-1088 6.22e-78
AB440423 3-1084 6.22e-78
AB440416 23-1104 6.22e-78
AB440415 22-1103 6.22e-78
AB440413 9-1090 6.22e-78
EF439250 70-1077 6.22e-78
AY862100 70-1077 6.22e-78
KT833752 1073-8 2.24e-77
KM055409 1-727 2.24e-77
AP014590 14432-15464 2.24e-77
KJ696847 97-1102 2.24e-77
AB366525 68-863 2.24e-77
EU274422 68-1133 2.24e-77
MF049218 17-1069 8.05e-77
KT166946 1-996 8.05e-77
KF746612 48-1037 8.05e-77
AB755400 1-1057 8.05e-77
KC696553 58-1077 8.05e-77
GQ275190 70-871 8.05e-77
AB440471 23-1104 8.05e-77
EU694379 8-514 8.05e-77
AF519666 68-1055 8.05e-77
MG028129 1-863 2.90e-76
KP973944 14411-15423 2.90e-76
KY382603 16-989 2.90e-76
KY382558 16-989 2.90e-76
KY382513 16-989 2.90e-76
LC167407 41-871 2.90e-76
KT944539 10-818 2.90e-76
KT833746 1073-37 2.90e-76
KR061549 55-857 2.90e-76
KP322863 63-574 2.90e-76
KJ696842 22-1085 2.90e-76
KF276971 100-935 2.90e-76
KF669038 1-818 2.90e-76
JQ681917 44-1056 2.90e-76
JQ741570 30-673 2.90e-76
JX042241 16-785 2.90e-76
JF264480 13-1043 2.90e-76
AB440458 20-1011 2.90e-76
HQ325656 59-1032 2.90e-76
FJ459172 68-693 2.90e-76
EU921704 20-987 2.90e-76
AB440462 21-1012 2.90e-76
AB440461 27-1018 2.90e-76
AB440460 21-1012 2.90e-76
AB440459 5-996 2.90e-76
AB440425 20-1101 2.90e-76
AB440417 21-1102 2.90e-76
AB440414 21-1102 2.90e-76
AP009526 14411-15423 2.90e-76
DQ324102 70-872 2.90e-76
EF126099 61-1073 2.90e-76
EF126094 67-1079 2.90e-76
AY862097 70-1077 2.90e-76
AY862101 70-1077 2.90e-76
AP002921 14460-15439 2.90e-76
KY314995 4-739 1.04e-75
AB366523 68-863 1.04e-75
KF486481 4-1001 1.04e-75
AP009166 14437-15454 1.04e-75
MH031926 55-1092 3.75e-75
KY000098 2-991 3.75e-75
AP017435 14432-15268 3.75e-75
LC167414 24-855 3.75e-75
KR061561 70-871 3.75e-75
KF265069 22-924 3.75e-75
KJ008461 1-774 3.75e-75
HF566083 55-1052 3.75e-75
GU086556 46-1065 3.75e-75
GQ302766 1-1077 3.75e-75
GQ275189 49-871 3.75e-75
DQ324095 70-871 3.75e-75
AY953022 58-1077 3.75e-75
DQ882018 13-666 3.75e-75
MG028196 1-863 1.35e-74
MG028130 1-863 1.35e-74
MG028125 1-863 1.35e-74
MG028124 1-863 1.35e-74
MG028120 1-863 1.35e-74
KY382598 16-989 1.35e-74
KP722637 46-1067 1.35e-74
AP004198 14448-15451 1.35e-74
KF211426 16255-17276 1.35e-74
JQ681908 35-1056 1.35e-74
JX042240 16-785 1.35e-74
JX042239 16-785 1.35e-74
JQ060219 1-983 1.35e-74
JF458208 57-1036 1.35e-74
EF616060 68-693 1.35e-74
AP009533 14410-15422 1.35e-74
AY862104 70-1077 1.35e-74
KX769082 1-949 4.84e-74
AP017948 14473-15464 4.84e-74
JX969034 87-567 4.84e-74
JX948974 47-527 4.84e-74
EF126096 60-1125 4.84e-74
DQ167387 42-684 4.84e-74
DQ167364 42-684 4.84e-74
DQ167361 42-684 4.84e-74
KR061548 70-871 1.74e-73
KR061544 70-871 1.74e-73
HQ289612 9-922 1.74e-73
JF272778 70-804 1.74e-73
EU492114 58-1092 1.74e-73
MG028278 1-863 6.27e-73
MG028277 1-863 6.27e-73
MG028276 1-863 6.27e-73
MG028275 1-863 6.27e-73
MG028274 1-863 6.27e-73
MG028273 1-863 6.27e-73
MG028272 1-863 6.27e-73
MG028271 1-863 6.27e-73
MG028270 1-863 6.27e-73
MG028269 1-863 6.27e-73
MG028268 1-863 6.27e-73
MG028267 1-863 6.27e-73
MG028266 1-863 6.27e-73
MG028258 1-863 6.27e-73
MG028255 1-863 6.27e-73
MG028254 1-863 6.27e-73
MG028252 1-863 6.27e-73
MG028251 1-863 6.27e-73
MG028250 1-863 6.27e-73
MG028249 1-863 6.27e-73
MG028248 1-863 6.27e-73
MG028247 1-863 6.27e-73
MG028246 1-863 6.27e-73
MG028245 1-863 6.27e-73
MG028244 1-863 6.27e-73
MG028223 1-863 6.27e-73
MG028222 1-863 6.27e-73
MG028221 1-863 6.27e-73
MG028220 1-863 6.27e-73
MG028219 1-863 6.27e-73
MG028218 1-863 6.27e-73
MG028217 1-863 6.27e-73
MG028216 1-863 6.27e-73
MG028215 1-863 6.27e-73
MG028214 1-863 6.27e-73
MG028213 1-863 6.27e-73
MG028212 1-863 6.27e-73
MG028211 1-863 6.27e-73
MG028210 1-863 6.27e-73
MG028209 1-863 6.27e-73
MG028208 1-863 6.27e-73
MG028206 1-863 6.27e-73
MG028204 1-863 6.27e-73
MG028203 1-863 6.27e-73
MG028202 1-863 6.27e-73
MG028201 1-863 6.27e-73
MG028200 1-863 6.27e-73
MG028199 1-863 6.27e-73
MG028198 1-863 6.27e-73
MG028197 1-863 6.27e-73
MG028195 1-863 6.27e-73
MG028194 1-863 6.27e-73
MG028193 1-863 6.27e-73
MG028192 1-863 6.27e-73
MG028191 1-863 6.27e-73
MG028190 1-863 6.27e-73
MG028189 1-863 6.27e-73
MG028178 1-863 6.27e-73
MG028167 1-863 6.27e-73
MG028166 1-863 6.27e-73
MG028165 1-863 6.27e-73
MG028164 1-863 6.27e-73
MG028163 1-863 6.27e-73
MG028162 1-863 6.27e-73
MG028161 1-863 6.27e-73
MG028160 1-863 6.27e-73
MG028159 1-863 6.27e-73
MG028158 1-863 6.27e-73
MG028157 1-863 6.27e-73
MG028156 1-863 6.27e-73
MG028155 1-863 6.27e-73
MG028154 1-863 6.27e-73
MG028153 1-863 6.27e-73
MG028151 1-863 6.27e-73
MG028149 1-863 6.27e-73
MG028148 1-863 6.27e-73
MG028147 1-863 6.27e-73
MG028146 1-863 6.27e-73
MG028145 1-863 6.27e-73
MG028144 1-863 6.27e-73
MG028143 1-863 6.27e-73
MG028142 1-863 6.27e-73
MG028141 1-863 6.27e-73
MG028140 1-863 6.27e-73
MG028139 1-863 6.27e-73
MG028138 1-863 6.27e-73
MG028137 1-863 6.27e-73
MG028136 1-863 6.27e-73
MG028135 1-863 6.27e-73
MG028134 1-863 6.27e-73
MG028133 1-863 6.27e-73
MG028132 1-863 6.27e-73
MG028131 1-863 6.27e-73
MG028128 1-863 6.27e-73
MG028127 1-863 6.27e-73
MG028126 1-863 6.27e-73
MG028123 1-863 6.27e-73
MG028122 1-863 6.27e-73
MG028121 1-863 6.27e-73
MG028119 1-863 6.27e-73
MG028118 1-863 6.27e-73
MG028108 1-863 6.27e-73
MG028078 1-863 6.27e-73
MG028077 1-863 6.27e-73
MG028076 1-863 6.27e-73
MG028039 1-863 6.27e-73
MG028029 1-863 6.27e-73
KY382632 16-989 6.27e-73
KY382610 16-989 6.27e-73
KY382591 16-989 6.27e-73
KY382570 16-989 6.27e-73
KY382561 16-989 6.27e-73
KY382527 16-989 6.27e-73
KY382519 16-989 6.27e-73
KU764787 1-995 6.27e-73
KR061542 70-872 6.27e-73
KP322830 63-574 6.27e-73
KP322828 63-574 6.27e-73
AB848975 48-1039 6.27e-73
JX042250 16-785 6.27e-73
JF458210 57-1036 6.27e-73
JF458207 57-1036 6.27e-73
GQ275191 70-872 6.27e-73
EU443125 82-887 6.27e-73
AF412138 1-863 6.27e-73
AF412134 1-863 6.27e-73
KX769088 1-949 2.25e-72
KX769083 1-949 2.25e-72
KU305863 15-1044 2.25e-72
KU305861 15-1044 2.25e-72
KU305860 15-1044 2.25e-72
KU305859 15-1044 2.25e-72
KU305858 15-1044 2.25e-72
KU305857 15-1044 2.25e-72
KU305856 15-1044 2.25e-72
KU305855 15-1044 2.25e-72
KU305854 15-1044 2.25e-72
KU305815 15-1044 2.25e-72
KU305814 15-1044 2.25e-72
KU305813 15-1044 2.25e-72
JQ741554 21-678 2.25e-72
JQ741553 21-678 2.25e-72
FJ458994 68-872 2.25e-72
FJ458992 42-846 2.25e-72
FJ458991 42-846 2.25e-72
FJ458990 68-872 2.25e-72
AP009536 14412-15477 2.25e-72
EU694282 6-663 2.25e-72
EU694281 6-663 2.25e-72
EF126095 61-1126 2.25e-72
DQ167392 42-684 2.25e-72
DQ167390 42-684 2.25e-72
DQ167388 42-684 2.25e-72
DQ167382 42-684 2.25e-72
DQ167379 42-684 2.25e-72
DQ167374 42-684 2.25e-72
DQ167373 42-684 2.25e-72
DQ167372 42-684 2.25e-72
DQ167370 42-684 2.25e-72
DQ167362 42-684 2.25e-72
DQ167360 42-684 2.25e-72
DQ167359 42-684 2.25e-72
DQ167358 42-684 2.25e-72
DQ167357 42-684 2.25e-72
DQ167356 42-684 2.25e-72
MH031927 55-1092 8.11e-72
MH031925 55-1092 8.11e-72
KX178169 33-1115 8.11e-72
KX178168 34-1116 8.11e-72
EU082517 70-872 8.11e-72
DQ882013 13-759 8.11e-72
DQ882011 13-759 8.11e-72
MG028207 1-863 2.92e-71
MG028205 1-863 2.92e-71
MG028152 1-863 2.92e-71
MG028150 1-863 2.92e-71
LN834966 61-1040 2.92e-71
LN834929 61-1040 2.92e-71
KP769974 4-785 2.92e-71
KR061556 70-872 2.92e-71
KR061555 70-872 2.92e-71
KR061543 70-872 2.92e-71
KR061541 70-872 2.92e-71
KP322865 63-553 2.92e-71
KP322829 63-574 2.92e-71
KM083009 4-785 2.92e-71
KM083002 4-785 2.92e-71
AB923831 7-605 2.92e-71
KF486491 4-950 2.92e-71
KF669037 1-818 2.92e-71
KF027566 44-1056 2.92e-71
JQ681912 44-1056 2.92e-71
JQ681902 44-1065 2.92e-71
JX042251 16-785 2.92e-71
HQ325660 59-1032 2.92e-71
